"passer_player_id","passer_player_name","posteam","attempts","completions","yards","touchdowns","interceptions","epa_per_play","success_rate","cpoe","air_yards_per_att","yac_per_comp","third_down_success","deep_att","deep_comp","deep_yards","deep_td","explosive_passes","completion_pct","yards_per_attempt","deep_comp_pct","td_int_ratio","explosive_rate","team_name","team_id","team_nick","team_conf","team_division","team_color","team_color2","team_color3","team_color4","team_logo_wikipedia","team_logo_espn","team_wordmark","team_conference_logo","team_league_logo","team_logo_squared"
"00-0036264","J.Love","GB",462,291,3381,23,6,0.239418371932691,0.495670995670996,5.53295734880034,8.81776765375854,5.19243986254296,0.484126984126984,62,26,823,4,49,62.987012987013,7.31818181818182,41.9354838709677,3.83333333333333,10.6060606060606,"Green Bay Packers","1800","Packers","NFC","NFC North","#203731","#FFB612","#1c2d25","#eead1e","https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/gb.png","https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/GB.png","https://github.com/nflverse/nflverse-pbp/raw/master/NFC.png","https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png","https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/GB.png"
"00-0036355","J.Herbert","LAC",566,340,3727,27,13,0.00796174879953054,0.452296819787986,1.57492858195594,7.833984375,4.87352941176471,0.416149068322981,64,24,756,6,43,60.0706713780919,6.58480565371025,37.5,2.07692307692308,7.59717314487632,"Los Angeles Chargers","4400","Chargers","AFC","AFC West","#007BC7","#ffc20e","#ffb612","#001532","https://upload.wikimedia.org/wikipedia/en/thumb/7/72/NFL_Chargers_logo.svg/100px-NFL_Chargers_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/lac.png","https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/LAC.png","https://github.com/nflverse/nflverse-pbp/raw/master/AFC.png","https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png","https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/LAC.png"
"00-0036389","J.Hurts","PHI",488,294,3224,25,6,0.0519735692130256,0.430327868852459,3.18333108754571,8.96916299559471,4.30272108843537,0.353383458646617,65,24,881,9,40,60.2459016393443,6.60655737704918,36.9230769230769,4.16666666666667,8.19672131147541,"Philadelphia Eagles","3700","Eagles","NFC","NFC East","#004C54","#A5ACAF","#acc0c6","#000000","https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/phi.png","https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/PHI.png","https://github.com/nflverse/nflverse-pbp/raw/master/NFC.png","https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png","https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/PHI.png"
"00-0036442","J.Burrow","CIN",278,173,1809,21,5,0.0991456405853938,0.489208633093525,4.65429821201871,7.21235521235521,4.72832369942197,0.534246575342466,28,10,322,3,22,62.2302158273381,6.50719424460432,35.7142857142857,4.2,7.9136690647482,"Cincinnati Bengals","0920","Bengals","AFC","AFC North","#FB4F14","#000000","#000000","#d32f1e","https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Cincinnati_Bengals_logo.svg/100px-Cincinnati_Bengals_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/cin.png","https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/CIN.png","https://github.com/nflverse/nflverse-pbp/raw/master/AFC.png","https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png","https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/CIN.png"
"00-0036898","D.Mills","HOU",169,91,915,5,1,-0.0989365194371199,0.396449704142012,-6.61342173422638,8.55345911949686,2.95604395604396,0.291666666666667,17,6,176,0,9,53.8461538461538,5.41420118343195,35.2941176470588,5,5.32544378698225,"Houston Texans","2120","Texans","AFC","AFC South","#03202F","#A71930","#00071c","#a30d2d","https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Texans_logo.svg/100px-Houston_Texans_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/hou.png","https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/HOU.png","https://github.com/nflverse/nflverse-pbp/raw/master/AFC.png","https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png","https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/HOU.png"
"00-0036945","J.Fields","NYJ",235,128,1259,7,1,-0.0955388213830112,0.408510638297872,-1.86883856340782,6.75980392156863,4.4921875,0.285714285714286,16,5,131,2,15,54.468085106383,5.35744680851064,31.25,7,6.38297872340426,"New York Jets","3430","Jets","AFC","AFC East","#003F2D","#000000",NA,NA,"https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png","https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/NYJ.png","https://github.com/nflverse/nflverse-pbp/raw/master/AFC.png","https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png","https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/NYJ.png"
"00-0036971","T.Lawrence","JAX",603,341,4007,31,12,0.0546979262148194,0.462686567164179,-1.88176378552966,8.70714285714286,4.78299120234604,0.397260273972603,75,29,850,4,57,56.5505804311774,6.64510779436153,38.6666666666667,2.58333333333333,9.45273631840796,"Jacksonville Jaguars","2250","Jaguars","AFC","AFC South","#006778","#000000","#9f792c","#d7a22a","https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Jacksonville_Jaguars_logo.svg/100px-Jacksonville_Jaguars_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/jax.png","https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/JAX.png","https://github.com/nflverse/nflverse-pbp/raw/master/AFC.png","https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png","https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/JAX.png"
"00-0036972","M.Jones","SF",307,201,2151,13,6,0.124560365697323,0.517915309446254,3.67856692495964,7.34948096885813,4.76119402985075,0.391891891891892,22,4,122,0,18,65.4723127035831,7.00651465798046,18.1818181818182,2.16666666666667,5.86319218241042,"San Francisco 49ers","4500","49ers","NFC","NFC West","#AA0000","#B3995D","#000000","#a5acaf","https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/sf.png","https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/SF.png","https://github.com/nflverse/nflverse-pbp/raw/master/NFC.png","https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png","https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/SF.png"
"00-0037834","B.Purdy","SF",298,197,2167,21,10,0.194468950837294,0.533557046979866,7.22850085619618,7.59859154929577,4.20812182741117,0.585365853658537,35,21,579,3,33,66.1073825503356,7.27181208053691,60,2.1,11.0738255033557,"San Francisco 49ers","4500","49ers","NFC","NFC West","#AA0000","#B3995D","#000000","#a5acaf","https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/sf.png","https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/SF.png","https://github.com/nflverse/nflverse-pbp/raw/master/NFC.png","https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png","https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/SF.png"
"00-0039150","B.Young","CAR",508,304,3011,24,11,-0.0433680509356665,0.427165354330709,0.998920477456875,6.48953974895398,5.0625,0.3,39,17,528,7,39,59.8425196850394,5.92716535433071,43.5897435897436,2.18181818181818,7.67716535433071,"Carolina Panthers","0750","Panthers","NFC","NFC South","#0085CA","#000000","#bfc0bf","#0085ca","https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png","https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/CAR.png","https://github.com/nflverse/nflverse-pbp/raw/master/NFC.png","https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png","https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/CAR.png"
"00-0039163","C.Stroud","HOU",449,273,3041,19,8,0.0860581555229753,0.4543429844098,0.357673352495988,8.04964539007092,5,0.448,47,16,566,5,39,60.8017817371938,6.7728285077951,34.0425531914894,2.375,8.68596881959911,"Houston Texans","2120","Texans","AFC","AFC South","#03202F","#A71930","#00071c","#a30d2d","https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Texans_logo.svg/100px-Houston_Texans_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/hou.png","https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/HOU.png","https://github.com/nflverse/nflverse-pbp/raw/master/AFC.png","https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png","https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/HOU.png"
"00-0039376","S.Rattler","NO",275,174,1586,9,5,-0.131771451017983,0.436363636363636,2.3567769965347,7.8988326848249,3.68965517241379,0.26865671641791,34,10,376,2,13,63.2727272727273,5.76727272727273,29.4117647058824,1.8,4.72727272727273,"New Orleans Saints","3300","Saints","NFC","NFC South","#D3BC8D","#000000","#9f8958","#000000","https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/no.png","https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/NO.png","https://github.com/nflverse/nflverse-pbp/raw/master/NFC.png","https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png","https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/NO.png"
"00-0039732","B.Nix","DEN",639,388,3931,25,11,0.0915399705475016,0.442879499217527,-1.1956391265012,7.33006535947712,5.39432989690722,0.41304347826087,72,25,789,9,47,60.7198748043818,6.15179968701095,34.7222222222222,2.27272727272727,7.35524256651017,"Denver Broncos","1400","Broncos","AFC","AFC West","#002244","#FB4F14","#00234c","#ff5200","https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/den.png","https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/DEN.png","https://github.com/nflverse/nflverse-pbp/raw/master/AFC.png","https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png","https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/DEN.png"
"00-0039851","D.Maye","NE",540,354,4394,32,8,0.297884965533677,0.544444444444444,10.7812747390846,9.13211382113821,4.93220338983051,0.464285714285714,70,35,1093,7,67,65.5555555555556,8.13703703703704,50,4,12.4074074074074,"New England Patriots","3200","Patriots","AFC","AFC East","#002244","#C60C30","#b0b7bc","#001532","https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/ne.png","https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/NE.png","https://github.com/nflverse/nflverse-pbp/raw/master/AFC.png","https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png","https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/NE.png"
"00-0039910","J.Daniels","WAS",207,114,1262,8,3,-0.0230772754677509,0.444444444444444,-2.72908712598099,7.3936170212766,5.06140350877193,0.357142857142857,18,10,307,2,14,55.0724637681159,6.09661835748792,55.5555555555556,2.66666666666667,6.76328502415459,"Washington Commanders","5110","Commanders","NFC","NFC East","#5A1414","#FFB612","#000000","#5b2b2f","https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Washington_commanders.svg/100px-Washington_commanders.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png","https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/WAS.png","https://github.com/nflverse/nflverse-pbp/raw/master/NFC.png","https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png","https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/WAS.png"
"00-0039917","M.Penix","ATL",290,166,1982,10,3,-0.00384245885078829,0.451724137931034,-3.61966759417996,8.33333333333333,5.34939759036145,0.342105263157895,35,9,275,0,26,57.2413793103448,6.83448275862069,25.7142857142857,3.33333333333333,8.96551724137931,"Atlanta Falcons","0200","Falcons","NFC","NFC South","#A71930","#000000","#a5acaf","#a30d2d","https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/atl.png","https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/ATL.png","https://github.com/nflverse/nflverse-pbp/raw/master/NFC.png","https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png","https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/ATL.png"
"00-0039918","C.Williams","CHI",596,330,3942,28,7,0.0707664567968918,0.431208053691275,-3.50543139891933,8.625,5.48787878787879,0.401315789473684,82,32,967,11,58,55.3691275167785,6.61409395973154,39.0243902439024,4,9.73154362416107,"Chicago Bears","0810","Bears","NFC","NFC North","#0B162A","#E64100","#0b162a","#E64100","https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/chi.png","https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/CHI.png","https://github.com/nflverse/nflverse-pbp/raw/master/NFC.png","https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png","https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/CHI.png"
"00-0039923","J.McCarthy","MIN",273,140,1632,13,12,-0.198190164041515,0.402930402930403,-5.72387047049378,8.81481481481481,4.94285714285714,0.256756756756757,35,10,349,2,20,51.2820512820513,5.97802197802198,28.5714285714286,1.08333333333333,7.32600732600733,"Minnesota Vikings","3000","Vikings","NFC","NFC North","#4F2683","#FFC62F","#e9bf9b","#000000","https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/min.png","https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/MIN.png","https://github.com/nflverse/nflverse-pbp/raw/master/NFC.png","https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png","https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/MIN.png"
"00-0040398","B.Cook","NYJ",173,88,739,2,7,-0.395051217699571,0.312138728323699,-10.0291003045198,5.66666666666667,4.73863636363636,0.22,9,2,45,0,6,50.8670520231214,4.27167630057803,22.2222222222222,0.285714285714286,3.46820809248555,"New York Jets","3430","Jets","AFC","AFC East","#003F2D","#000000",NA,NA,"https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png","https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/NYJ.png","https://github.com/nflverse/nflverse-pbp/raw/master/AFC.png","https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png","https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/NYJ.png"
"00-0040668","S.Sanders","CLE",235,120,1400,7,10,-0.298867921705053,0.336170212765957,-4.9996492648736,7.19339622641509,6.74166666666667,0.352941176470588,28,9,344,2,17,51.063829787234,5.95744680851064,32.1428571428571,0.7,7.23404255319149,"Cleveland Browns","1050","Browns","AFC","AFC North","#FF3C00","#311D00","#a5acaf","#d32f1e","https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/cle.png","https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/CLE.png","https://github.com/nflverse/nflverse-pbp/raw/master/AFC.png","https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png","https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/CLE.png"
"00-0040676","C.Ward","TEN",595,323,3169,19,7,-0.190336390406962,0.368067226890756,-2.92967536107811,7.23148148148148,4.78947368421053,0.301775147928994,55,22,681,2,40,54.2857142857143,5.32605042016807,40,2.71428571428571,6.72268907563025,"Tennessee Titans","2100","Titans","AFC","AFC South","#002244","#4B92DB","#c60c30","#a5acaf","https://github.com/nflverse/nflverse-pbp/raw/master/titans.png","https://a.espncdn.com/i/teamlogos/nfl/500/ten.png","https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/TEN.png","https://github.com/nflverse/nflverse-pbp/raw/master/AFC.png","https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png","https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/TEN.png"
"00-0040691","J.Dart","NYG",376,216,2272,15,5,-0.0217675619989553,0.414893617021277,-0.193102200342891,8.17994100294985,5.375,0.39,45,14,435,2,25,57.4468085106383,6.04255319148936,31.1111111111111,3,6.64893617021277,"New York Giants","3410","Giants","NFC","NFC East","#0B2265","#A71930","#a5acaf","#012352","https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/New_York_Giants_logo.svg/100px-New_York_Giants_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png","https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/NYG.png","https://github.com/nflverse/nflverse-pbp/raw/master/NFC.png","https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png","https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/NYG.png"
"00-0040704","D.Gabriel","CLE",205,110,937,7,2,-0.219013862614424,0.317073170731707,-7.50705682111708,5.82702702702703,4.54545454545455,0.26984126984127,10,2,44,1,10,53.6585365853659,4.57073170731707,20,3.5,4.8780487804878,"Cleveland Browns","1050","Browns","AFC","AFC North","#FF3C00","#311D00","#a5acaf","#d32f1e","https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/cle.png","https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/CLE.png","https://github.com/nflverse/nflverse-pbp/raw/master/AFC.png","https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png","https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/CLE.png"
"00-0040743","T.Shough","NO",359,221,2384,10,6,-0.0287831743549603,0.434540389972145,1.60817432025122,8.28134556574924,4.75565610859729,0.414893617021277,39,10,372,2,19,61.5598885793872,6.64066852367688,25.6410256410256,1.66666666666667,5.2924791086351,"New Orleans Saints","3300","Saints","NFC","NFC South","#D3BC8D","#000000","#9f8958","#000000","https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/no.png","https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/NO.png","https://github.com/nflverse/nflverse-pbp/raw/master/NFC.png","https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png","https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/NO.png"
